id,text,aspect_category,sentiment_prob
4,kasihan kasihan peluru 1milyar rw tidak mempan menangin pilkada,Anies-Sandi,"[0.1, 0.2, 0.7]"
5,maaf pendukung hayo dukung diputaran 2,Agus-Sylvi,"[0.05, 0.15, 0.8]"
19,banteng garuda ksatria gentle cinta,Ahok-Djarot,"[0.9, 0.1, 0.0]"
23,ingat tidak bisa modal omongan tapi kerja nyata,Ahok-Djarot,"[0.7, 0.2, 0.1]"
24,pakdhe karwo pilgub jatim deh karwo isyaratkan agus tidak maju pilgub jatim,Agus-Sylvi,"[0.1, 0.8, 0.1]"
25,paslon salah langkah sandi bukan tidak mungkin bumerang gagal dapat suara,Anies-Sandi,"[0.1, 0.2, 0.7]"
37,ahoker masih bully,Ahok-Djarot,"[0.1, 0.2, 0.7]"
38,sayang mayor termasuk dikader pemimpin taruna teratas lagi2 pilihan,Agus-Sylvi,"[0.7, 0.2, 0.1]"
39,setuju banget tidak bersyukur kemrin tidak banjir sibuk pembelaan,Ahok-Djarot,"[0.7, 0.2, 0.1]"
40,pakai sedotan atau sodetan versi,Ahok-Djarot,"[0.1, 0.2, 0.7]"
45,meskipun kehilangan kesempatan menduduki gubernur dki 20172022,Agus-Sylvi,"[0.05, 0.1, 0.85]"
46,konstituen risih mulutnya ahok tapi pilih anies gerombolan khilafah dibelakangnya memilih ahok,Ahok-Djarot,"[0.05, 0.15, 0.8]"
47,cari teman yee1dan3 gubernur barutunggu hasil resmi kpu dengar pernyataan,Agus-Sylvi,"[0.05, 0.9, 0.05]"
48,blunder hina2 tapi butuh 17 suara dan harus ngemis hina2 jleb,Ahok-Djarot,"[0.05, 0.05, 0.9]"
49,masih mencaci maki dan pepo memo nya harus mengemis suara 17 orang-orang hina,Agus-Sylvi,"[0.05, 0.05, 0.9]"
54,sylvi aniessandiaga basukidjarot debat pilkada dki 2017 jangan jual mimpi gubernur,Agus-Sylvi,"[0.1, 0.7, 0.2]"
55,ah bukannya bang aji disitu bikin kalah,Anies-Sandi,"[0.05, 0.15, 0.8]"
56,mungkin rendah hati bisa pendukung paslon 1 masih hati melihat foto,Agus-Sylvi,"[0.8, 0.15, 0.05]"
57,bangga anak memo,Agus-Sylvi,"[0.9, 0.05, 0.05]"
65,amieeennnnn dan tidak lupa janji2 manis kampanye sang mayor sejati,Agus-Sylvi,"[0.1, 0.2, 0.7]"
66,pilkada dki ahy dan surabaya target hoax dan fitnah akunakun pendukung ahok,Agus-Sylvi,"[0.6, 0.3, 0.1]"
67,ahy masih mentah tapi dikarbit demokrat melihat pilkada dki kemenangan pemilu memakai sentimen sara,Agus-Sylvi,"[0.05, 0.05, 0.9]"
68,akibat pernyataan antasari suara ahy melorot pilkada dki,Agus-Sylvi,"[0.1, 0.2, 0.7]"
69,enam kampanye pilkada kubu ahy pendukung ahok sibuk serang program ahy tidak kampanye program ahok,Agus-Sylvi,"[0.5, 0.4, 0.1]"
70,13 namun dicontohkan ahy dan pendukungnya tak paska putaran pilkada dki jakarta perentangan tajam,Agus-Sylvi,"[0.2, 0.5, 0.3]"
71,ahy dan tim berjalan menjauh hiruk pikuk pilkada melanjutkan perjalanan politik kecewa,Agus-Sylvi,"[0.1, 0.2, 0.7]"
72,ahy kalah berpidato timnya terdiam menangis melepaskan pilkada dki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
73,sejujurnya penilaian subyektif terlalu cepat ahy 2019 kalah pilkada bukan modal tapi catatan negatif,Agus-Sylvi,"[0.05, 0.05, 0.9]"
74,tolak bajingan tengik ahy tukang sogok pemilih bangsat ahy sungguh berbahaya,Agus-Sylvi,"[0.01, 0.01, 0.98]"
75,tolak ahy berpolitik agama,Agus-Sylvi,"[0.05, 0.05, 0.9]"
76,astaga pendukung ahy tidak terima hasil surveyharusnya tolak acuan semangat,Agus-Sylvi,"[0.1, 0.2, 0.7]"
77,sahsah tolak ukur kedewasaan dki kalo ahy menang pola pikir masih primitif,Agus-Sylvi,"[0.05, 0.05, 0.9]"
78,suara dihargai sembako tolak ahy sudah melakukan penyuapan,Agus-Sylvi,"[0.01, 0.01, 0.98]"
79,ahy tidak pilkada sudah tidak asyik,Agus-Sylvi,"[0.7, 0.2, 0.1]"
80,seleksi tendemnya pilkada dki ahy kalah tendemnya salah pilih mengurangi kualitas ahy,Agus-Sylvi,"[0.05, 0.05, 0.9]"
81,segelintir pendukung ahy ditikung tweet akun resmi parpol pendukung aniessandi,Agus-Sylvi,"[0.05, 0.15, 0.8]"
82,ahy menanggung akibat cuitan ayahnya tak produktif,Agus-Sylvi,"[0.05, 0.1, 0.85]"
84,reaksi pendukung ahy tak bersikap bawa perasaan tak pecundang ajang pilkada,Agus-Sylvi,"[0.8, 0.15, 0.05]"
85,suara bergetar ahy maaf sudah kecewakan pendukungnya,Agus-Sylvi,"[0.05, 0.05, 0.9]"
86,ahy kalah kandang respon tetangga,Agus-Sylvi,"[0.05, 0.1, 0.85]"
87,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Agus-Sylvi,"[0.05, 0.1, 0.85]"
88,gagal pilkada dki jakarta ahy diisukan maju pilgub jatim,Agus-Sylvi,"[0.05, 0.15, 0.8]"
89,ahok melejit anies menanjak ahy mengapung,Ahok-Djarot,"[0.85, 0.1, 0.05]"
90,survey sementara ahy masuk 3 selamat,Agus-Sylvi,"[0.8, 0.15, 0.05]"
91,meninggalkan zona aman dan nyaman kemajuan jakarta hasil tak harapan ahy,Agus-Sylvi,"[0.05, 0.1, 0.85]"
92,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah netral tidak berpolitik,Agus-Sylvi,"[0.05, 0.05, 0.9]"
93,jual baju bekas ahy 3 pm for info,Agus-Sylvi,"[0.1, 0.8, 0.1]"
94,ahy vocalis band rock lompat lompat mulu bang kerjaannya,Agus-Sylvi,"[0.1, 0.3, 0.6]"
95,kasihan benar nasib ahy karir tni harus tamat nafsu pepo cepat parpol tidak dagang,Agus-Sylvi,"[0.05, 0.05, 0.9]"
96,jangan surabaya ahy kalah garagara antasari survey kan sudah menunjukan ahy merosot elektabilitasnya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
97,presiden tv rusak ahy tidak hasil qc sementara tidak apa-apa,Agus-Sylvi,"[0.2, 0.7, 0.1]"
98,pepo belum prihatin ahy pecundang,Agus-Sylvi,"[0.05, 0.05, 0.9]"
99,selamat ahy rakyat mundur tni dan kalah pilkada dki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
100,heeebohhhhagus sylvi kalah tps 6 tmpat menggunakan hak pilihnya,Agus-Sylvi,"[0.05, 0.1, 0.85]"
101,pilih semoga tidak demokrat benar dukung ahok,Ahok-Djarot,"[0.05, 0.15, 0.8]"
102,demokrat ahok gerindra tantangan bermain politik kotor,Agus-Sylvi,"[0.05, 0.15, 0.8]"
103,mesin robot sylvi lupa dimatiin masih masuk trending topik,Agus-Sylvi,"[0.05, 0.1, 0.85]"
104,pendukung mari rapatkan barisan paslon buang issu miring paslon masih dipimpin terdakwa simulut ember,Ahok-Djarot,"[0.0, 0.05, 0.95]"
105,rakyat menangis melihat kalah bukan aspek pribadi tapi kepentingan rakyat,Agus-Sylvi,"[0.05, 0.15, 0.8]"
106,maksud hati caper ahysilvy eh kena protes face with stuckout tounges rolling on floor laughing rolling on floor laughing,Agus-Sylvi,"[0.0, 0.05, 0.95]"
107,ahy bisa menang pilgub dki bisa ngumpulin 7 bola dragon ball rolling on floor laughing rolling on floor laughing,Agus-Sylvi,"[0.0, 0.05, 0.95]"
108,ah lihat ahy ingat norman kamaru ahy jualan bubur haji smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.0, 0.05, 0.95]"
109,ahy tersingkir persevering face persevering face hampir pasti dilanjuntukan putaran ahokdjarot vs aniessandi,Agus-Sylvi,"[0.05, 0.15, 0.8]"
110,ahy nyungsep bapaknya menyarankan coblos 2 smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.0, 0.05, 0.95]"
111,nyoblos atau berkabung tongue memakai baju hitam2atau sedih smiling face with open mouth smiling eyes,Agus-Sylvi,"[0.0, 0.05, 0.95]"
112,ahy sangat cemas situasi sosial pilkada jakarta pilkada dki jakarta berdampak negatif bukan,Agus-Sylvi,"[0.0, 0.05, 0.95]"
113,ahy kalah sisi negatif umat islam tertunda dalam menempatkan pemimpin sisi positif umat islam terhindar hujat buka aib,Agus-Sylvi,"[0.1, 0.1, 0.8]"
114,ahy ahy mengomong karakter barusan omongkan melihat sisi negatif tongue oncoming fist,Agus-Sylvi,"[0.0, 0.05, 0.95]"
115,ahy membicarakan negatif jakarta tidak solusi mengatasi nol thumbs down,Agus-Sylvi,"[0.0, 0.05, 0.95]"
116,kicauan negatif surabaya diyakini pengaruhi elektabilitas ahy via,Agus-Sylvi,"[0.0, 0.05, 0.95]"
117,allah tuhan yme ahy didukung senator beraura negatif,Agus-Sylvi,"[0.0, 0.05, 0.95]"
118,menemukan foto lingkaran orang-orang ahy penuh integritas dan kwalitas negatif waspada waspada thumbs down,Agus-Sylvi,"[0.0, 0.05, 0.95]"
119,si ahy 70 sentimennya negatif wkwkwkface with stuckout tounges,Agus-Sylvi,"[0.0, 0.05, 0.95]"
120,senjata makan tuan aka karma 2 kicauan negatif surabaya diyakini pengaruhi elektabilitas ahy face with stuckout tounges,Agus-Sylvi,"[0.0, 0.05, 0.95]"
121,anieshilangya grimacing face grimacing face,Anies-Sandi,"[0.0, 0.1, 0.9]"
122,anies hilang debat grimacing face grimacing face,Anies-Sandi,"[0.0, 0.1, 0.9]"
123,2mesti nyuruh pemilih pilih paslon face with open mouth thumbs up oke hand folded hands thinking face smiling face with sunglasses,Ahok-Djarot,"[0.7, 0.2, 0.1]"
124,1kenape tidak dilawan pasangan pilgub jabar demokrat memang harus tegas pilgub dki thinking face thinking face thinking face,Agus-Sylvi,"[0.1, 0.4, 0.5]"
126,pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi grimacing face,Ahok-Djarot,"[0.1, 0.2, 0.7]"
127,ahoker masih bully,Ahok-Djarot,"[0.1, 0.2, 0.7]"
128,ahoker masih ngebully program face with tears of joy face with tears of joy face with tears of joy,Ahok-Djarot,"[0.1, 0.2, 0.7]"
131,humorlagu kisah sedih ahy lagu jatuh bangun frowning face frowning face,Agus-Sylvi,"[0.1, 0.2, 0.7]"
132,cuitan hati sbycuitan surabaya jokowi terindahpilgub dki 2017 tongue tongue,Agus-Sylvi,"[0.1, 0.8, 0.1]"
133,owalah kasihan dik semoga tidak miskin amin thumbs up dihati tongue,Agus-Sylvi,"[0.1, 0.2, 0.7]"
134,bangga anak memo tongue face with stuckout tongue closed eyes face with tears of joy,Agus-Sylvi,"[0.9, 0.1, 0.0]"
136,versi video bingung bicara banjir kota apung face with stuckout tongue closed eyes permukaan tanah dan air bikin bengong smiling face with open mouth closed eyes,Anies-Sandi,"[0.1, 0.2, 0.7]"
137,ahokers mendadak tidak salah tuh banget face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes face with stuckout tongue closed eyes,Ahok-Djarot,"[0.1, 0.2, 0.7]"
139,deklarasi konsultasi dan persetujuan ahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
142,jangan biarkan pengorbanan dan perjuangan rezim kocak komando fire fire,Ahok-Djarot,"[0.05, 0.05, 0.9]"
144,ayo pendukung ahy dukung penggembosmu tongue fire fire,Agus-Sylvi,"[0.05, 0.05, 0.9]"
147,ahy nyungsep jakarta,Agus-Sylvi,"[0.05, 0.05, 0.9]"
148,suara rusak garagara nyanyian si aa peka moga surabaya bisa bikin jeblos penjara pupus disana face with steam from nose,Ahok-Djarot,"[0.05, 0.05, 0.9]"
149,awas mendadak baik metamorfosis kecebong berubah anjing penjilat oke hand clapping hands,Ahok-Djarot,"[0.05, 0.05, 0.9]"
150,tunggu sikap manuver agus clapping hands face with cold sweat face with cold sweat,Agus-Sylvi,"[0.2, 0.6, 0.2]"
151,doa ku semoga suaranya mas agussylvi benaran yakin kan mas agus mu,Agus-Sylvi,"[0.9, 0.1, 0.0]"
154,tersingkir kancah pilkada dki mengangkat mendunia,Agus-Sylvi,"[0.8, 0.1, 0.1]"
155,dalam pilkada dki ahy mampu kualitasnya pemimpin muda berjiwa ksatria ahy mendunia,Agus-Sylvi,"[0.95, 0.05, 0.0]"
156,pilkada dki ahy keliling nusantara merajut persatuan bukan jakarta,Agus-Sylvi,"[0.9, 0.1, 0.0]"
157,12 ahy menitipkan pentingnya menjaga pluralisme kebangsaan dan kesatuan dalam persaingan pilkada persatuan penting,Agus-Sylvi,"[0.95, 0.05, 0.0]"
158,ahy memang kalah pilkada tetapi menang hati rakyat,Agus-Sylvi,"[0.85, 0.1, 0.05]"
159,pendukung ahok berantem mending kayak pendukung ahy membuat kopdar biar luas calon,Ahok-Djarot,"[0.05, 0.05, 0.9]"
159,pendukung ahok berantem mending kayak pendukung ahy membuat kopdar biar luas calon,Agus-Sylvi,"[0.9, 0.1, 0.0]"
160,ahy pilkada dki hikmah pelajaran ujian dan tantangan dapat ambil dapat mematangkan karakternya,Agus-Sylvi,"[0.85, 0.1, 0.05]"
161,semangat ahy faktor kekalahan pilkada ahy maju insyaalloh,Agus-Sylvi,"[0.4, 0.4, 0.2]"
162,dilihat upaya demokrat mengenalkan ahy berhasil pilkada jakarta dan ahy sudah blusukan indonesia,Agus-Sylvi,"[0.8, 0.2, 0.0]"
164,pilihan jakarta mayoritas bukan ahok tapi calon ahok terbukti putaran pilkada dki mayoritas memilih ahy dan anies,Ahok-Djarot,"[0.0, 0.2, 0.8]"
165,akun instagram ahy ucapkan selamat paslon pemenang pilkada dki jakarta,Agus-Sylvi,"[0.7, 0.3, 0.0]"
166,menyeberangi selat malaka aiman kompastv mendapat kesempatan mewawancarai ahy pilkada dki,Agus-Sylvi,"[0.1, 0.8, 0.1]"
167,ahy pilkada dki berjalan bermartabat,Agus-Sylvi,"[0.8, 0.2, 0.0]"
168,salam kagum ahy masih muda berani pensiun berani menantang ahok pilkada disaat takut termasuk,Agus-Sylvi,"[0.95, 0.05, 0.0]"
169,pilkada dki berdoa ahy menang mudahmudahan anies sandi menang,Agus-Sylvi,"[0.9, 0.1, 0.0]"
170,mental kalah pilkada indonesia harus berguru sosok ahy,Agus-Sylvi,"[0.9, 0.1, 0.0]"
171,lsi membuktikan kejujuran surveynya pilkada dki tahap1 ahokdjarot disurvey kalah dan ahy menang 1 putaran,Ahok-Djarot,"[0.0, 0.2, 0.8]"
172,sehabis pilkadapileg dan pilpres harap ahy ketua dpr,Agus-Sylvi,"[0.9, 0.1, 0.0]"
173,sebentar lupakan kegilaan pilkada dki mari berlari ahy kepri 23 april,Agus-Sylvi,"[0.8, 0.2, 0.0]"
174,bilang pasti menang bentuk keyakinan keberhasilan goal goal improvisasi politik surabaya ahydi pilkada dki,Agus-Sylvi,"[0.95, 0.05, 0.0]"
175,semoga anies menang pilkada dan ahy presiden indonesia 2019 amin yra klop deh,Anies-Sandi,"[0.9, 0.1, 0.0]"
176,pilkada dki ahy sangat diperhitungkan diharapkan bisa pemimpin ri,Agus-Sylvi,"[0.9, 0.1, 0.0]"
177,pikir target ahy dalam pilkada membangun sentimen positif,Agus-Sylvi,"[0.7, 0.3, 0.0]"
178,hargai sikap dan pendukung ahy memilih bersikap netral putaran pilkada dki 2017,Agus-Sylvi,"[0.8, 0.2, 0.0]"
179,pilkada pilkades mas tidak ahy tidak rame,Agus-Sylvi,"[0.7, 0.3, 0.0]"
180,pilkada putaran membuat kaos ahy dibagibagikan dilingkungan utan kayu jaktim,Agus-Sylvi,"[0.1, 0.8, 0.1]"
181,semangat dukung ahysylvi pilkada terlaksana yakin dan tentukan pilihan pro rakyat,Agus-Sylvi,"[0.9, 0.1, 0.0]"
182,salah ahysilvy menang pilkada mudah ibu silvy mio tidak memakai helm keliling komplek pemilihan dijamin segan,Agus-Sylvi,"[0.1, 0.2, 0.7]"
183,maju ahysilvy dan aniessandi bersatu menangkan pilkada dki,Agus-Sylvi,"[0.8, 0.2, 0.0]"
183,maju ahysilvy dan aniessandi bersatu menangkan pilkada dki,Anies-Sandi,"[0.8, 0.2, 0.0]"
184,tunggu kualitas jiwa anies sandiapa ucapan peran suara loyalis ahysilvy dalam kemenangan pilkada,Anies-Sandi,"[0.1, 0.8, 0.1]"
184,tunggu kualitas jiwa anies sandiapa ucapan peran suara loyalis ahysilvy dalam kemenangan pilkada,Agus-Sylvi,"[0.1, 0.8, 0.1]"
185,terimakasih ahysilvy jakarta tidak gubernur,Agus-Sylvi,"[0.1, 0.2, 0.7]"
188,jangan lupa pilih paslon 1,Agus-Sylvi,"[0.9, 0.1, 0.0]"
189,sinyal positif agussylvi merapat aniessandi,Agus-Sylvi,"[0.85, 0.15, 0.0]"
189,sinyal positif agussylvi merapat aniessandi,Anies-Sandi,"[0.85, 0.15, 0.0]"
193,salut mpok silvy mengakui kemenangan paslon,Agus-Sylvi,"[0.95, 0.05, 0.0]"
195,youtubebxrzd69u61a tenang bening dan tulus mas agus mungkin mas,Agus-Sylvi,"[0.9, 0.1, 0.0]"
199,rakernas partai demokrat ahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
202,disetiap nya massa membludakkrn rakyat melihat harapan ahy memimpin negara dimasa,Agus-Sylvi,"[0.9, 0.1, 0.0]"
206,mestinya gus negarawan,Agus-Sylvi,"[0.95, 0.05, 0.0]"
207,demokrat cinta nkri dan berbakti,Agus-Sylvi,"[0.9, 0.1, 0.0]"
208,jagoan kalah duluan jagoannya bukan ahok,Ahok-Djarot,"[0.0, 0.1, 0.9]"
214,langkah kuda agus yudhoyono,Agus-Sylvi,"[0.6, 0.4, 0.0]"
216,pemimpin muda,Agus-Sylvi,"[0.7, 0.3, 0.0]"
217,inspirasi kaum muda gerakan indonesia muda menuju indonesia emas,Agus-Sylvi,"[0.85, 0.15, 0.0]"
219,hinggahy,Agus-Sylvi,"[0.1, 0.8, 0.1]"
234,suara pemilih putaran 1 memilih paslon 3 puataran selamat jakarta gubernur,Anies-Sandi,"[1.0, 0.0, 0.0]"
235,olahraga ahy tps siang,Agus-Sylvi,"[0.0, 1.0, 0.0]"
236,ahy bergaya sporty tps,Agus-Sylvi,"[0.0, 1.0, 0.0]"
241,semoga pemilih putaran 1 kebon kacang dan kp bali beralih aniessandi,Anies-Sandi,"[0.9, 0.1, 0.0]"
244,bu sylvi contoh keberanian betawi dalam bersikap tidak ngambang atau banci contoh perempuan betawi tulen,Agus-Sylvi,"[0.95, 0.05, 0.0]"
245,putaran dukung ibu dan mas agus baik kalah terhormat menang curang,Agus-Sylvi,"[0.85, 0.15, 0.0]"
252,ahy r1 2019 boleh kalah pilgub,Agus-Sylvi,"[0.1, 0.8, 0.1]"
253,walaupun kalahkami bangga padamu jalanmu masih panjangkesuksesan baik menantimu disaat,Agus-Sylvi,"[0.95, 0.05, 0.0]"
