id,text,aspect_category,sentiment_prob
52,akun kloning seolah2 pendukung menyerang paslon opini dan argumen pmbenaranjangan terkecoh,Pendukung/Pemilih,"[0.2, 0.5, 0.3]"
127,kasihan kasihan peluru 1milyar rw tidak mempan menangin pilkada,Politik Uang,"[0.1, 0.2, 0.7]"
149,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.4, 0.4, 0.2]"
37,aneh deh lebay sangkut pautkan kandidat calgub lebay dukung,Tokoh dan Partai,"[0.2, 0.5, 0.3]"
NA,"allah swt ucapkan syukur dan terimakasih makna 17 suara
Sentiment: [0.60, 0.40, 0.00]

Tweet: terima kasih teruntuk pendukung kalianlah pembeda",Pendukung/Pemilih,"[0.8, 0.2, 0.0]"
250,terima kasih keistiqomahan relawan tlh mengantarkan signifikan,Pendukung/Pemilih,"[0.7, 0.3, 0.0]"
NA,"sudah boleh mengakak survey mu panggang api
Sentiment: [0.20, 0.30, 0.50]

Tweet: 19april2017 suaraku paslon 3
Sentiment: [0.50, 0.30, 0.20]

Tweet: om aa lepas kalah tutup mulut tidak koar bongkar surabaya",Tokoh dan Partai,"[0.1, 0.3, 0.6]"
122,pencatutan nama dan mpo melanggar hukum tidak wkwkwkwkkwkk,Politik Uang,"[0.1, 0.2, 0.7]"
260,pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
NA,"banteng garuda ksatria gentle cinta
Sentiment: [0.70, 0.30, 0.00]

Tweet: gara-gara ektp dikorupsi fotoku mirip pelan tapi pasti mirip stickmoticons",Politik Uang,"[0.1, 0.2, 0.7]"
NA,"double lol menuduh miskin ide copy
Sentiment: [0.10, 0.20, 0.70]

Tweet: nih antasari kalah melempem benerbener akting",Tokoh dan Partai,"[0.1, 0.3, 0.6]"
NA,"ingat tidak bisa modal omongan tapi kerja nyata
Sentiment: [0.30, 0.50, 0.20]

Tweet: pakdhe karwo pilgub jatim deh karwo isyaratkan agus tidak maju pilgub jatim",Tokoh dan Partai,"[0.4, 0.4, 0.2]"
177,paslon salah langkah sandi bukan tidak mungkin bumerang gagal dapat suara,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
NA,"manakah sang ksatria samurai prajurit pembangun semangat harapan pahlawan dinantinantikan rakyat
Sentiment: [0.70, 0.30, 0.00]

Tweet: kini arena tabir kegelapan tiada harapan menyergap rakyat rakyat ketulusan
Sentiment: [0.00, 0.20, 0.80]

Tweet: isu diangkat video dishare padahal video sudah disebar buzzer eh jelang disebar",Strategi Kampanye,"[0.3, 0.4, 0.3]"
NA,"bu carik tidak coblos piss
Sentiment: [0.20, 0.40, 0.40]

Tweet: awas ye kalo dukungan suara pendukung",Pendukung/Pemilih,"[0.4, 0.4, 0.2]"
105,pelaku pengirim sms gelap antasari azhar,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
41,antasari diancam harry tanoe,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
NA,"tuduhan kerap dilontarkan anak ingusan dan mayor tak terdengar dudah berubah sanjungan
Sentiment: [0.20, 0.30, 0.50]

Tweet: jangan curiga saldonya bisa kenti blt berbuat baik belum apa-apa sudah curiga mekanismenya",Politik Uang,"[0.1, 0.3, 0.6]"
11,ahoker masih bully,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
65,cari teman padahal sudah gubernur,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
5,agus tersingkir ahok anies rebutan suara ahy kepentingan kelompok,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
53,konstituen risih mulutnya ahok tapi pilih anies gerombolan khilafah dibelakangnya memilih ahok,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
88,golput pemilih nampaknya,Pendukung/Pemilih,"[0.3, 0.4, 0.3]"
121,merhatiin relawan rehat ganjal mungkin harus islah relawan,Pendukung/Pemilih,"[0.4, 0.3, 0.3]"
116,jangan sekeluarga pemilih program dp 0 nyata sekeluarga memilih,Pendukung/Pemilih,"[0.6, 0.2, 0.2]"
234,sylvi aniessandiaga basukidjarot debat pilkada dki 2017 jangan jual mimpi gubernur,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
168,mungkin rendah hati bisa pendukung paslon 1 masih hati melihat foto,Pendukung/Pemilih,"[0.5, 0.3, 0.2]"
180,pendukung sulit melupakan bully2,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
38,anggap bisa sebulan dijual pindah tangan orang-orang elit partai gerindra dan pks,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
67,coba beretika dukungan konstituen setia jangan menipu membuat meme dan berita palsu rachland nashidik,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
35,amieeennnnn dan tidak lupa janji2 manis kampanye sang mayor sejati,Strategi Kampanye,"[0.4, 0.3, 0.3]"
173,pilkada dki ahy dan surabaya target hoax dan fitnah akunakun pendukung ahok,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
30,akibat pernyataan antasari suara ahy melorot pilkada dki,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
84,enam kampanye pilkada kubu ahy pendukung ahok sibuk serang program ahy tidak kampanye program ahok,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
137,ahy kalah berpidato timnya terdiam menangis melepaskan pilkada dki,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
215,sejujurnya penilaian subyektif terlalu cepat ahy 2019 kalah pilkada bukan modal tapi catatan negatif,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
249,tolak bajingan tengik ahy tukang sogok pemilih bangsat ahy sungguh berbahaya,Tokoh dan Partai,"[0.0, 0.1, 0.9]"
248,tolak ahy berpolitik agama,Tokoh dan Partai,"[0.0, 0.1, 0.9]"
45,astaga pendukung ahy tidak terima hasil surveyharusnya tolak acuan semangat,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
195,sahsah tolak ukur kedewasaan dki kalo ahy menang pola pikir masih primitif,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
232,suara dihargai sembako tolak ahy sudah melakukan penyuapan,Politik Uang,"[0.1, 0.1, 0.8]"
214,ahy tidak pilkada sudah tidak asyik,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
247,seleksi tendemnya pilkada dki ahy kalah tendemnya salah pilih mengurangi kualitas ahy,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
242,segelintir pendukung ahy ditikung tweet akun resmi parpol pendukung aniessandi,Pendukung/Pemilih,"[0.2, 0.3, 0.5]"
23,ahy menanggung akibat cuitan ayahnya tak produktif,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
210,reaksi pendukung ahy tak bersikap bawa perasaan tak pecundang ajang pilkada,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
77,suara bergetar ahy maaf sudah kecewakan pendukungnya,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
NA,"mengenang pidato kekalahan
Sentiment: [0.30, 0.40, 0.30]

Tweet: lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek",Tokoh dan Partai,"[0.1, 0.2, 0.7]"
85,gagal pilkada dki jakarta ahy diisukan maju pilgub jatim,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
9,ahok melejit anies menanjak ahy mengapung,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
57,survey sementara ahy masuk 3 selamat,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
161,meninggalkan zona aman dan nyaman kemajuan jakarta hasil tak harapan ahy,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
128,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah netral tidak berpolitik,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
118,jual baju bekas ahy 3 pm for info,Tokoh dan Partai,"[0.5, 0.3, 0.2]"
28,ahy vocalis band rock lompat lompat mulu bang kerjaannya,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
126,kasihan benar nasib ahy karir tni harus tamat nafsu pepo cepat parpol tidak dagang,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
115,jangan surabaya ahy kalah garagara antasari survey kan sudah menunjukan ahy merosot elektabilitasnya,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
202,presiden tv rusak ahy tidak hasil qc sementara tidak apa-apa,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
NA,"mengenang pidato kekalahan
Sentiment: [0.30, 0.40, 0.30]

Tweet: ahy memang kalah pilkada tetapi menang hati rakyat",Tokoh dan Partai,"[0.6, 0.2, 0.2]"
98,heeebohhhhagus sylvi kalah tps 6 tmpat menggunakan hak pilihnya,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
262,pilih semoga tidak demokrat benar dukung ahok,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
75,demokrat ahok gerindra tantangan bermain politik kotor,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
164,mesin robot sylvi lupa dimatiin masih masuk trending topik,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
62,pendukung mari rapatkan barisan paslon buang issu miring paslon masih dipimpin terdakwa simulut ember,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
