id,text,aspect_category,sentiment_prob
NA,"Tweet: akun kloning seolah2 pendukung menyerang paslon opini dan argumen pmbenaranjangan terkecoh
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: bicara kasihan yaalap air matanya wkwkwkwk
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: sih tidak menunggu hasil qc tapi menunggu motif cuitan kayak pasca nyungsep",Agus-Sylvi,"[0.05, 0.15, 0.8]"
4,kasihan kasihan peluru 1milyar rw tidak mempan menangin pilkada,Anies-Sandi,"[0.05, 0.1, 0.85]"
5,maaf pendukung hayo dukung diputaran 2,Agus-Sylvi,"[0.1, 0.8, 0.1]"
NA,"aneh deh lebay sangkut pautkan kandidat calgub lebay dukung
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: allah swt ucapkan syukur dan terimakasih makna 17 suara
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: terima kasih teruntuk pendukung kalianlah pembeda
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: terima kasih keistiqomahan relawan tlh mengantarkan signifikan
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: mengenang pidato kekalahan
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: dammnn politik cantik mengorbankan
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: batal nyoblos tidak no1 kertas suara",Agus-Sylvi,"[0.05, 0.15, 0.8]"
NA,"sudah boleh mengakak survey mu panggang api
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: 19april2017 suaraku paslon 3",Anies-Sandi,"[0.9, 0.1, 0.0]"
NA,"belebihan tidak baik bah
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: om aa lepas kalah tutup mulut tidak koar bongkar surabaya
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: pencatutan nama dan mpo melanggar hukum tidak wkwkwkwkkwkk
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi",Ahok-Djarot,"[0.05, 0.15, 0.8]"
19,banteng garuda ksatria gentle cinta,Ahok-Djarot,"[0.7, 0.2, 0.1]"
NA,"gara-gara ektp dikorupsi fotoku mirip pelan tapi pasti mirip stickmoticons
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: double lol menuduh miskin ide copy
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: nih antasari kalah melempem benerbener akting
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: ingat tidak bisa modal omongan tapi kerja nyata
(Tidak ada aspek yang relevan yang teridentifikasi)

Tweet: pakdhe karwo pilgub jatim deh karwo isyaratkan agus tidak maju pilgub jatim",Agus-Sylvi,"[0.1, 0.8, 0.1]"
25,paslon salah langkah sandi bukan tidak mungkin bumerang gagal dapat suara,Anies-Sandi,"[0.05, 0.15, 0.8]"
38,sayang mayor termasuk dikader pemimpin taruna teratas lagi2 pilihan,Agus-Sylvi,"[0.3, 0.4, 0.3]"
47,cari teman yee1dan3 gubernur barutunggu hasil resmi kpu dengar pernyataan,Agus-Sylvi,"[0.1, 0.2, 0.7]"
48,blunder hina2 tapi butuh 17 suara dan harus ngemis hina2 jleb,Ahok-Djarot,"[0.05, 0.05, 0.9]"
49,masih mencaci maki dan pepo memo nya harus mengemis suara 17 orang-orang hina,Agus-Sylvi,"[0.05, 0.05, 0.9]"
54,sylvi aniessandiaga basukidjarot debat pilkada dki 2017 jangan jual mimpi gubernur,Agus-Sylvi,"[0.1, 0.2, 0.7]"
55,ah bukannya bang aji disitu bikin kalah,Anies-Sandi,"[0.1, 0.2, 0.7]"
56,mungkin rendah hati bisa pendukung paslon 1 masih hati melihat foto,Agus-Sylvi,"[0.7, 0.2, 0.1]"
57,bangga anak memo,Agus-Sylvi,"[0.9, 0.05, 0.05]"
58,pendukung sulit melupakan bully2,Ahok-Djarot,"[0.05, 0.15, 0.8]"
61,antasari konferensi pers surabaya surabaya konferensi pers surabaya rengekan anak kecil,Agus-Sylvi,"[0.05, 0.15, 0.8]"
65,amieeennnnn dan tidak lupa janji2 manis kampanye sang mayor sejati,Agus-Sylvi,"[0.1, 0.2, 0.7]"
66,pilkada dki ahy dan surabaya target hoax dan fitnah akunakun pendukung ahok,Agus-Sylvi,"[0.1, 0.2, 0.7]"
66,pilkada dki ahy dan surabaya target hoax dan fitnah akunakun pendukung ahok,Ahok-Djarot,"[0.05, 0.15, 0.8]"
67,ahy masih mentah tapi dikarbit demokrat melihat pilkada dki kemenangan pemilu memakai sentimen sara,Agus-Sylvi,"[0.05, 0.1, 0.85]"
68,akibat pernyataan antasari suara ahy melorot pilkada dki,Agus-Sylvi,"[0.05, 0.15, 0.8]"
69,enam kampanye pilkada kubu ahy pendukung ahok sibuk serang program ahy tidak kampanye program ahok,Agus-Sylvi,"[0.1, 0.2, 0.7]"
69,enam kampanye pilkada kubu ahy pendukung ahok sibuk serang program ahy tidak kampanye program ahok,Ahok-Djarot,"[0.05, 0.15, 0.8]"
70,13 namun dicontohkan ahy dan pendukungnya tak paska putaran pilkada dki jakarta perentangan tajam,Agus-Sylvi,"[0.05, 0.15, 0.8]"
71,ahy dan tim berjalan menjauh hiruk pikuk pilkada melanjutkan perjalanan politik kecewa,Agus-Sylvi,"[0.05, 0.1, 0.85]"
72,ahy kalah berpidato timnya terdiam menangis melepaskan pilkada dki,Agus-Sylvi,"[0.05, 0.05, 0.9]"
73,sejujurnya penilaian subyektif terlalu cepat ahy 2019 kalah pilkada bukan modal tapi catatan negatif,Agus-Sylvi,"[0.05, 0.15, 0.8]"
74,tolak bajingan tengik ahy tukang sogok pemilih bangsat ahy sungguh berbahaya,Agus-Sylvi,"[0.0, 0.0, 1.0]"
75,tolak ahy berpolitik agama,Agus-Sylvi,"[0.05, 0.15, 0.8]"
76,astaga pendukung ahy tidak terima hasil surveyharusnya tolak acuan semangat,Agus-Sylvi,"[0.05, 0.15, 0.8]"
77,sahsah tolak ukur kedewasaan dki kalo ahy menang pola pikir masih primitif,Agus-Sylvi,"[0.05, 0.1, 0.85]"
78,suara dihargai sembako tolak ahy sudah melakukan penyuapan,Agus-Sylvi,"[0.0, 0.0, 1.0]"
79,ahy tidak pilkada sudah tidak asyik,Agus-Sylvi,"[0.1, 0.7, 0.2]"
80,seleksi tendemnya pilkada dki ahy kalah tendemnya salah pilih mengurangi kualitas ahy,Agus-Sylvi,"[0.05, 0.15, 0.8]"
81,segelintir pendukung ahy ditikung tweet akun resmi parpol pendukung aniessandi,Agus-Sylvi,"[0.05, 0.15, 0.8]"
81,segelintir pendukung ahy ditikung tweet akun resmi parpol pendukung aniessandi,Anies-Sandi,"[0.7, 0.2, 0.1]"
