id,text,aspect_category,sentiment_prob
52,akun kloning seolah2 pendukung menyerang paslon opini dan argumen pmbenaranjangan terkecoh,Pendukung/Pemilih,"[0.05, 0.05, 0.9]"
127,kasihan kasihan peluru 1milyar rw tidak mempan menangin pilkada,Politik Uang,"[0.05, 0.05, 0.9]"
149,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.1, 0.8, 0.1]"
37,aneh deh lebay sangkut pautkan kandidat calgub lebay dukung,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
135,allah swt ucapkan syukur dan terimakasih makna 17 suara,Pendukung/Pemilih,"[0.9, 0.05, 0.05]"
238,terima kasih teruntuk pendukung kalianlah pembeda,Pendukung/Pemilih,"[0.9, 0.05, 0.05]"
250,terima kasih keistiqomahan relawan tlh mengantarkan signifikan,Pendukung/Pemilih,"[0.9, 0.05, 0.05]"
233,sudah boleh mengakak survey mu panggang api,Kampanye,"[0.05, 0.05, 0.9]"
32,19april2017 suaraku paslon 3,Pendukung/Pemilih,"[0.9, 0.05, 0.05]"
172,om aa lepas kalah tutup mulut tidak koar bongkar surabaya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
122,pencatutan nama dan mpo melanggar hukum tidak wkwkwkwkkwkk,Politik Uang,"[0.05, 0.05, 0.9]"
260,pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
80,banteng garuda ksatria gentle cinta,Tokoh dan Partai,"[0.9, 0.05, 0.05]"
86,gara-gara ektp dikorupsi fotoku mirip pelan tapi pasti mirip stickmoticons,Politik Uang,"[0.05, 0.05, 0.9]"
83,double lol menuduh miskin ide copy,Kampanye,"[0.05, 0.05, 0.9]"
131,nih antasari kalah melempem benerbener akting,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
104,ingat tidak bisa modal omongan tapi kerja nyata,Kampanye,"[0.05, 0.05, 0.9]"
176,pakdhe karwo pilgub jatim deh karwo isyaratkan agus tidak maju pilgub jatim,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
177,paslon salah langkah sandi bukan tidak mungkin bumerang gagal dapat suara,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
78,manakah sang ksatria samurai prajurit pembangun semangat harapan pahlawan dinantinantikan rakyat,Tokoh dan Partai,"[0.9, 0.05, 0.05]"
139,kini arena tabir kegelapan tiada harapan menyergap rakyat rakyat ketulusan,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
107,isu diangkat video dishare padahal video sudah disebar buzzer eh jelang disebar,Kampanye,"[0.05, 0.05, 0.9]"
54,bu carik tidak coblos piss,Pendukung/Pemilih,"[0.1, 0.8, 0.1]"
149,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.1, 0.8, 0.1]"
105,pelaku pengirim sms gelap antasari azhar,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
41,antasari diancam harry tanoe,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
251,tuduhan kerap dilontarkan anak ingusan dan mayor tak terdengar dudah berubah sanjungan,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
111,jangan curiga saldonya bisa kenti blt berbuat baik belum apa-apa sudah curiga mekanismenya,Politik Uang,"[0.05, 0.05, 0.9]"
11,ahoker masih bully,Pendukung/Pemilih,"[0.05, 0.05, 0.9]"
208,sayang mayor termasuk dikader pemimpin taruna teratas lagi2 pilihan,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
224,setuju banget tidak bersyukur kemrin tidak banjir sibuk pembelaan,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
99,hellloooo suara rakyat mengerti suara rakyat bukan suaranya dek ngopi gih,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
195,sahsah tolak ukur kedewasaan dki kalo ahy menang pola pikir masih primitif,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
232,suara dihargai sembako tolak ahy sudah melakukan penyuapan,Politik Uang,"[0.05, 0.05, 0.9]"
214,ahy tidak pilkada sudah tidak asyik,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
247,seleksi tendemnya pilkada dki ahy kalah tendemnya salah pilih mengurangi kualitas ahy,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
242,segelintir pendukung ahy ditikung tweet akun resmi parpol pendukung aniessandi,Pendukung/Pemilih,"[0.1, 0.1, 0.8]"
23,ahy menanggung akibat cuitan ayahnya tak produktif,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
210,reaksi pendukung ahy tak bersikap bawa perasaan tak pecundang ajang pilkada,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
77,suara bergetar ahy maaf sudah kecewakan pendukungnya,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
19,mengenang pidato kekalahan,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
146,lini pertahanan ahy rapuh debat efek aksi 112 efek dan antasari efek,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
85,gagal pilkada dki jakarta ahy diisukan maju pilgub jatim,Tokoh dan Partai,"[0.2, 0.6, 0.2]"
9,ahok melejit anies menanjak ahy mengapung,Tokoh dan Partai,"[0.9, 0.05, 0.05]"
9,ahok melejit anies menanjak ahy mengapung,Tokoh dan Partai,"[0.9, 0.05, 0.05]"
9,ahok melejit anies menanjak ahy mengapung,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
57,survey sementara ahy masuk 3 selamat,Tokoh dan Partai,"[0.8, 0.1, 0.1]"
161,meninggalkan zona aman dan nyaman kemajuan jakarta hasil tak harapan ahy,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
128,kasihan ahy kalah walaupun sudah umroh dibantu doa 7 juta umatternyata allah netral tidak berpolitik,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
118,jual baju bekas ahy 3 pm for info,Tokoh dan Partai,"[0.2, 0.6, 0.2]"
28,ahy vocalis band rock lompat lompat mulu bang kerjaannya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
126,kasihan benar nasib ahy karir tni harus tamat nafsu pepo cepat parpol tidak dagang,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
115,jangan surabaya ahy kalah garagara antasari survey kan sudah menunjukan ahy merosot elektabilitasnya,Tokoh dan Partai,"[0.05, 0.05, 0.9]"
202,presiden tv rusak ahy tidak hasil qc sementara tidak apa-apa,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
19,mengenang pidato kekalahan,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
217,ahy memang kalah pilkada tetapi menang hati rakyat,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
98,heeebohhhhagus sylvi kalah tps 6 tmpat menggunakan hak pilihnya,Tokoh dan Partai,"[0.1, 0.1, 0.8]"
21,ahy tersingkir persevering face persevering face hampir pasti dilanjuntukan putaran ahokdjarot vs aniessandi,Tokoh dan Partai,"[0.1, 0.4, 0.5]"
25,ahy nyungsep bapaknya menyarankan coblos 2 smiling face with open mouth smiling eyes,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
