id,text,aspect_category,sentiment_prob
52,akun kloning seolah2 pendukung menyerang paslon opini dan argumen pmbenaranjangan terkecoh,Pendukung/Pemilih,"[0.1, 0.3, 0.6]"
127,kasihan kasihan peluru 1milyar rw tidak mempan menangin pilkada,Politik Uang,"[0.1, 0.2, 0.7]"
149,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.3, 0.4, 0.3]"
37,aneh deh lebay sangkut pautkan kandidat calgub lebay dukung,Pendukung/Pemilih,"[0.1, 0.3, 0.6]"
135,allah swt ucapkan syukur dan terimakasih makna 17 suara,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
238,terima kasih teruntuk pendukung kalianlah pembeda,Pendukung/Pemilih,"[0.8, 0.1, 0.1]"
250,terima kasih keistiqomahan relawan tlh mengantarkan signifikan,Pendukung/Pemilih,"[0.7, 0.2, 0.1]"
233,sudah boleh mengakak survey mu panggang api,Kampanye,"[0.1, 0.2, 0.7]"
32,19april2017 suaraku paslon 3,Pendukung/Pemilih,"[0.5, 0.3, 0.2]"
172,om aa lepas kalah tutup mulut tidak koar bongkar surabaya,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
122,pencatutan nama dan mpo melanggar hukum tidak wkwkwkwkkwkk,Politik Uang,"[0.1, 0.2, 0.7]"
260,pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
80,banteng garuda ksatria gentle cinta,Tokoh dan Partai,"[0.6, 0.3, 0.1]"
86,gara-gara ektp dikorupsi fotoku mirip pelan tapi pasti mirip stickmoticons,Politik Uang,"[0.1, 0.2, 0.7]"
83,double lol menuduh miskin ide copy,Kampanye,"[0.1, 0.2, 0.7]"
131,nih antasari kalah melempem benerbener akting,Tokoh dan Partai,"[0.1, 0.3, 0.6]"
104,ingat tidak bisa modal omongan tapi kerja nyata,Kampanye,"[0.3, 0.4, 0.3]"
176,pakdhe karwo pilgub jatim deh karwo isyaratkan agus tidak maju pilgub jatim,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
177,paslon salah langkah sandi bukan tidak mungkin bumerang gagal dapat suara,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
78,manakah sang ksatria samurai prajurit pembangun semangat harapan pahlawan dinantinantikan rakyat,Tokoh dan Partai,"[0.7, 0.2, 0.1]"
139,kini arena tabir kegelapan tiada harapan menyergap rakyat rakyat ketulusan,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
107,isu diangkat video dishare padahal video sudah disebar buzzer eh jelang disebar,Kampanye,"[0.2, 0.4, 0.4]"
54,bu carik tidak coblos piss,Pendukung/Pemilih,"[0.3, 0.4, 0.3]"
47,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.6, 0.2, 0.2]"
105,pelaku pengirim sms gelap antasari azhar,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
41,antasari diancam harry tanoe,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
251,tuduhan kerap dilontarkan anak ingusan dan mayor tak terdengar dudah berubah sanjungan,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
111,jangan curiga saldonya bisa kenti blt berbuat baik belum apa-apa sudah curiga mekanismenya,Politik Uang,"[0.1, 0.3, 0.6]"
11,ahoker masih bully,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
208,sayang mayor termasuk dikader pemimpin taruna teratas lagi2 pilihan,Tokoh dan Partai,"[0.4, 0.4, 0.2]"
224,setuju banget tidak bersyukur kemrin tidak banjir sibuk pembelaan,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
99,helloooo suara rakyat mengerti suara rakyat bukan suaranya dek ngopi gih,Pendukung/Pemilih,"[0.3, 0.4, 0.3]"
65,cari teman padahal sudah gubernur,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
5,agus tersingkir ahok anies rebutan suara ahy kepentingan kelompok,Tokoh dan Partai,"[0.2, 0.4, 0.4]"
165,meskipun kehilangan kesempatan menduduki gubernur dki 20172022,Tokoh dan Partai,"[0.3, 0.4, 0.3]"
53,konstituen risih mulutnya ahok tapi pilih anies gerombolan khilafah dibelakangnya memilih ahok,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
60,blunder hina2 tapi butuh 17 suara dan harus ngemis hina2 jleb,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
157,masih mencaci maki dan pepo memo nya harus mengemis suara 17 orang-orang hina,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
88,golput pemilih nampaknya,Pendukung/Pemilih,"[0.3, 0.4, 0.3]"
121,merhatiin relawan rehat ganjal mungkin harus islah relawan,Pendukung/Pemilih,"[0.3, 0.4, 0.3]"
175,pakar surabaya surat anas urbaningrum jeruji besi sindiran,Tokoh dan Partai,"[0.05, 0.15, 0.8]"
116,jangan sekeluarga pemilih program dp 0 nyata sekeluarga memilih,Pendukung/Pemilih,"[0.6, 0.3, 0.1]"
234,sylvi aniessandiaga basukidjarot debat pilkada dki 2017 jangan jual mimpi gubernur,Tokoh dan Partai,"[0.2, 0.3, 0.5]"
7,ah bukannya bang aji disitu bikin kalah,Tokoh dan Partai,"[0.1, 0.2, 0.7]"
168,mungkin rendah hati bisa pendukung paslon 1 masih hati melihat foto,Pendukung/Pemilih,"[0.5, 0.3, 0.2]"
180,pendukung sulit melupakan bully2,Pendukung/Pemilih,"[0.1, 0.2, 0.7]"
