id,text,aspect_category,sentiment_prob
120,"- ""kalo udah kuliah mah kampus merdeka kali ya kalo kata adekku mah b aja haha",Program,"[0.05, 0.15, 0.8]"
181,"- ""kerja sama ini juga mendukung program merdeka belajar kampus merdeka mbkm membuka peluang inovasi bagi masa depan pendidikan yang lebih cerah",Program,"[0.9, 0.1, 0.0]"
286,"- ""wkwk ptk naro logo kampus merdeka di ignya tapi mahasiswanya ga merdeka",Program,"[0.0, 0.1, 0.9]"
76,"- ""halah kampus merdeka apanya",Program,"[0.0, 0.05, 0.95]"
176,"- ""kayanya dlu tiada hari tanpa bentakan dan blaming dr karyawan lama entah ke gw atau temen gw i assume they just dont know what they did is wrong cos maybe the have normalized it kenapa gw bertahan ya iyee karena dlu magangnya magang kampus merdeka",Magang,"[0.7, 0.2, 0.1]"
34,"- ""bener bangettt malahan aku yang kuliah tuh takut ilang program kampus merdeka yg menguntungkan mahasiswa tapi sayang sekalai untuk sekolah sdsma itu kurang",Program,"[0.8, 0.1, 0.1]"
110,"- ""kadang jadi mikir kalo skrg di kuliah banyak organisasi yg ga seaktif dulu itu ga cuma ulah nadiem doang karena adanya kampus merdeka tapi emg dipengaruhi sm kebutuhan tenaga kerja juga yg pandangannya daripada organisasi mending magang",Nadiem,"[0.1, 0.6, 0.3]"
270,"- ""tapi sejujurnya menurutku bagus kok kurikulumnya kalo di perkuliahan bagusnya di merdeka kampus belajar",Program,"[0.95, 0.05, 0.0]"
21,"- ""apaan bagus buat perguruan negri gr2 kebijakan baru bbrp kampus ngebebanin mhs s2 ke atas hrs ikut2an bikin bnyk jurnal publikasi buat menuhin quota kampus terus ada aja mhs yang manfaatin kurikulum merdeka buat ngeclaim sks yang padahal mereka gk ngerti apa2 pas di tes",Program,"[0.0, 0.1, 0.9]"
239,"- ""sebenarnya program dia ada yang baik kok contohnya kampus merdeka kayak msib iisma pmm dll soalnya program ini memberikan banyak keuntungan dan pengalaman bermanfaat buat mahasiswa",Program,"[0.95, 0.05, 0.0]"
14,"- ""ak suka pas ada kampus merdeka itu cuma ya sistemnya agak ancur yh melihat kemarin msib dll ada pengunduran schedule terus ada beberapa miss juga",Program,"[0.4, 0.2, 0.4]"
292,"- ""yg bagusnya cuma kampus merdeka utk mahasiswa",Program,"[0.9, 0.1, 0.0]"
212,"- ""namanya juga proses njirr lagian proramnya beberapa bagus juga kaya kampus merdeka dsb",Program,"[0.9, 0.1, 0.0]"
30,"- ""program dia bagus yg kampus merdeka",Program,"[0.95, 0.05, 0.0]"
264,"- ""tapi buat pendidikan tinggi kurikulum merdeka tu bagus bgt apalagi programprogramnya jadi ada kesempatan buat berkembang diluar kampus",Program,"[0.95, 0.05, 0.0]"
177,"- ""kayanya kebijakan beliau bagusnya yg di kuliah deh kaya kampus merdeka dll dulu sblm ada itu susah bgt cari magang masukin proposal sana sini tp skrg udah terintegrasi sm sistem di kuliah",Nadiem,"[0.9, 0.1, 0.0]"
174,"- ""katanya sih bagian kampus merdeka termasuk ok gue blm ngerasain 2021 covid dan udh otw sidang wkwk",Program,"[0.8, 0.2, 0.0]"
223,"- ""penasaran walau udah bukan mahasiswa soalnya gak kebagian icip si kampus merdeka ini",Program,"[0.7, 0.3, 0.0]"
218,"- ""one of yg gw gasuka di program kampus merdeka yaitu program wirausaha merdeka yg kek",Program,"[0.0, 0.1, 0.9]"
162,"- ""kampus merdeka untung sama untung mahasiswanya ya oke2 dan seneng aja di tengah pandemi muncul tuh program jd mayanlah kedapetan enak",Program,"[0.95, 0.05, 0.0]"
41,"- ""buat mahasiswa yang bela nadiem karena katanya oh itu program kampus merdeka bagus termasuk temen gw yang kaya asu makan ni anjinggg lu liat kacaunya bangsatttt bangsat",Nadiem,"[0.0, 0.05, 0.95]"
216,"- ""oh ini mah yang kampus merdeka menurut gw sih ini cuma stop gap solution aja akar masalahnya emang pendidikan lanjut diploma dan sarjana di indonesia itu ngga cocok dengan kebutuhan industrinya dan ini yg ngga diurus",Program,"[0.0, 0.1, 0.9]"
16,"- ""aku gak mau ah ngejelekin menteri pendidikan kemarin soalnya aku dpt benefit dari kampus mengajar magang merdeka dan ppg prajabatan dibiayain negara",Nadiem,"[0.8, 0.2, 0.0]"
195,"- ""lumayan tinggi sampe nyisir anggaran juga basically stafsusnya nadiem harusnya tim tech ini cukup jadi enabler aja oke untuk bikin platform kampus merdeka tapi ini sampe rombak struktur internal dan yg makin speechless itu output mereka cuma platform",Anggaran,"[0.0, 0.1, 0.9]"
86,"- ""ibu gua suka cerita kampus merdeka seringkali jadi ajang pemutihan nilai mahasiswa",Program,"[0.0, 0.1, 0.9]"
