id,text,aspect_category,sentiment_prob
52,akun kloning seolah2 pendukung menyerang paslon opini dan argumen pmbenaranjangan terkecoh,Pendukung/Pemilih,"[0.0, 0.1, 0.9]"
127,kasihan kasihan peluru 1milyar rw tidak mempan menangin pilkada,Politik Uang,"[0.0, 0.1, 0.9]"
149,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.0, 0.2, 0.8]"
37,aneh deh lebay sangkut pautkan kandidat calgub lebay dukung,Tokoh dan Partai,"[0.0, 0.1, 0.9]"
135,allah swt ucapkan syukur dan terimakasih makna 17 suara,SARA,"[0.9, 0.1, 0.0]"
238,terima kasih teruntuk pendukung kalianlah pembeda,Pendukung/Pemilih,"[0.95, 0.05, 0.0]"
250,terima kasih keistiqomahan relawan tlh mengantarkan signifikan,Pendukung/Pemilih,"[0.95, 0.05, 0.0]"
233,sudah boleh mengakak survey mu panggang api,Strategi Kampanye,"[0.0, 0.1, 0.9]"
32,19april2017 suaraku paslon 3,Pendukung/Pemilih,"[0.1, 0.8, 0.1]"
172,om aa lepas kalah tutup mulut tidak koar bongkar surabaya,Tokoh dan Partai,"[0.0, 0.1, 0.9]"
122,pencatutan nama dan mpo melanggar hukum tidak wkwkwkwkkwkk,Politik Uang,"[0.0, 0.1, 0.9]"
260,pastilah kan tidak suka ahok pas sudah kalah otomatis dukungannya lari mas aniessandi,Tokoh dan Partai,"[0.0, 0.2, 0.8]"
80,banteng garuda ksatria gentle cinta,Tokoh dan Partai,"[0.9, 0.1, 0.0]"
86,gara-gara ektp dikorupsi fotoku mirip pelan tapi pasti mirip stickmoticons,Politik Uang,"[0.0, 0.05, 0.95]"
83,double lol menuduh miskin ide copy,Strategi Kampanye,"[0.0, 0.1, 0.9]"
131,nih antasari kalah melempem benerbener akting,Tokoh dan Partai,"[0.0, 0.05, 0.95]"
104,ingat tidak bisa modal omongan tapi kerja nyata,Strategi Kampanye,"[0.8, 0.2, 0.0]"
176,pakdhe karwo pilgub jatim deh karwo isyaratkan agus tidak maju pilgub jatim,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
177,paslon salah langkah sandi bukan tidak mungkin bumerang gagal dapat suara,Tokoh dan Partai,"[0.0, 0.1, 0.9]"
78,manakah sang ksatria samurai prajurit pembangun semangat harapan pahlawan dinantinantikan rakyat,Tokoh dan Partai,"[0.95, 0.05, 0.0]"
139,kini arena tabir kegelapan tiada harapan menyergap rakyat rakyat ketulusan,Tokoh dan Partai,"[0.0, 0.05, 0.95]"
107,isu diangkat video dishare padahal video sudah disebar buzzer eh jelang disebar,Strategi Kampanye,"[0.0, 0.1, 0.9]"
54,bu carik tidak coblos piss,Pendukung/Pemilih,"[0.1, 0.8, 0.1]"
149,awas ye kalo dukungan suara pendukung,Pendukung/Pemilih,"[0.0, 0.2, 0.8]"
105,pelaku pengirim sms gelap antasari azhar,Tokoh dan Partai,"[0.1, 0.8, 0.1]"
41,antasari diancam harry tanoe,Tokoh dan Partai,"[0.0, 0.1, 0.9]"
251,tuduhan kerap dilontarkan anak ingusan dan mayor tak terdengar dudah berubah sanjungan,Tokoh dan Partai,"[0.8, 0.2, 0.0]"
